Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Sutiexpense,1012598131,Cybba > Behavioral Audience > Lifestyle > Sutiexpense Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Tagetik,1012598121,Cybba > Behavioral Audience > Lifestyle > Tagetik Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3241,Cybba > Purchase Audience > B2B Consulting,0.5258,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Targetprocess,1012598111,Cybba > Behavioral Audience > Lifestyle > Targetprocess Enthusiasts,111602561:4880551 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3585,Cybba > Purchase Audience > B2B Consulting,0.5376,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Tenrox,1012598101,Cybba > Behavioral Audience > Lifestyle > Tenrox Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3275,Cybba > Purchase Audience > B2B Consulting,0.5238,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Tidemark,1012598091,Cybba > Behavioral Audience > Lifestyle > Tidemark Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3565,Cybba > B2B Audience > Employment Industry > Business and Finance,0.5066,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Travelperk,1012598081,Cybba > Behavioral Audience > Lifestyle > Travelperk Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75301771:69593951 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > TRAVEL ARRANGEMENT AND RESERVATION SERVICES > 0,0.3857,Cybba > Purchase Audience > B2B Consulting,0.5846,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Unanet,1012598071,Cybba > Behavioral Audience > Lifestyle > Unanet Enthusiasts,80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3053,Cybba > Purchase Audience > B2B Consulting,0.4578,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Wave,1012598061,Cybba > Behavioral Audience > Lifestyle > Wave Enthusiasts,75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3372,Cybba > Purchase Audience > B2B Consulting,0.3497,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Workfront,1012598051,Cybba > Behavioral Audience > Lifestyle > Workfront Enthusiasts,80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1; 80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1,0.348,Cybba > Purchase Audience > B2B Consulting,0.4911,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Xpenditure,1012598041,Cybba > Behavioral Audience > Lifestyle > Xpenditure Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.3038,Cybba > Purchase Audience > B2B Consulting,0.5299,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Expansion,1012598031,Cybba > Behavioral Audience > Lifestyle > Expansion Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Expansion > Business Retention,1012598021,Cybba > Behavioral Audience > Lifestyle > Business Retention Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Expansion > International Economic Development Council,1012597991,Cybba > Behavioral Audience > Lifestyle > International Economic Development Council Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Expansion > Local Partnerships,1012597981,Cybba > Behavioral Audience > Lifestyle > Local Partnerships Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans,1012597971,Cybba > Behavioral Audience > Lifestyle > Funding & Loans Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans > Business Funding,1012597961,Cybba > Behavioral Audience > Lifestyle > Business Funding Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans > Funding Circle,1012597951,Cybba > Behavioral Audience > Lifestyle > Funding Circle Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans > Kabbage,1012597941,Cybba > Behavioral Audience > Lifestyle > Kabbage Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans > Program-Related Investments,1012597931,Cybba > Behavioral Audience > Lifestyle > Program-Related Investments Enthusiasts,75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1; 75316271:69600521 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 1,0.3376,Cybba > Event Audience > Sports > Basketball Fans,0.4385,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Funding & Loans > Return On Marketing Investment,1012597921,Cybba > Behavioral Audience > Lifestyle > Return On Marketing Investment Enthusiasts,75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1; 75301231:69600591 | Cybba > BEHAVIORAL AUDIENCE > FINANCE. INSURANCE AND BANKING > INVESTMENT BANKING AND SECURITIES DEALING > 1,0.3028,Cybba > B2B Audience > Role > Marketing Decision Makers,0.4568,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations,1012597911,Cybba > Behavioral Audience > Lifestyle > Operations Enthusiasts - 489b9642,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Asset Tracking,1012597901,Cybba > Behavioral Audience > Lifestyle > Asset Tracking Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Automated Workflow,1012597891,Cybba > Behavioral Audience > Lifestyle > Automated Workflow Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Building Security,1012597881,Cybba > Behavioral Audience > Lifestyle > Building Security Enthusiasts,80163281:75064251 | Cybba > Behavioral Audience > Network Security Hardware & Software > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3216,Cybba > Cybba > B2B Audience > Role > Security Operations Buyers,0.504,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Commercial Perimeter Protection,1012597871,Cybba > Behavioral Audience > Lifestyle > Commercial Perimeter Protection Enthusiasts,75301481:69593441 | Cybba > BEHAVIORAL AUDIENCE > PRINTING & PUBLISHING > COMMERCIAL PRINTING > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3183,Cybba > Behavioral Audience > Printing & Publishing > Commercial Printing,0.4091,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Electronic Article Surveillance,1012597861,Cybba > Behavioral Audience > Lifestyle > Electronic Article Surveillance Enthusiasts,80163241:75064211 | Cybba > Behavioral Audience > Electronic Auctions > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3519,Cybba > Purchase Audience > B2B Consulting,0.3517,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Fire Detection,1012597851,Cybba > Behavioral Audience > Lifestyle > Fire Detection Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Fleet Cards,1012597841,Cybba > Behavioral Audience > Lifestyle > Fleet Cards Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Fleet Maintenance,1012597831,Cybba > Behavioral Audience > Lifestyle > Fleet Maintenance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Fleet Procurement,1012597821,Cybba > Behavioral Audience > Lifestyle > Fleet Procurement Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Food Processing Operations,1012597811,Cybba > Behavioral Audience > Lifestyle > Food Processing Operations Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 75301301:69593121 | Cybba > BEHAVIORAL AUDIENCE > FOOD AND HEALTH > FOOD AND BEVERAGE STORES > 1,0.4048,Cybba > Behavioral Audience > Food and Health > Food and Beverage Stores,0.3264,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Inventory Control,1012597801,Cybba > Behavioral Audience > Lifestyle > Inventory Control Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Invoice Management,1012597791,Cybba > Behavioral Audience > Lifestyle > Invoice Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Loss Prevention,1012597771,Cybba > Behavioral Audience > Lifestyle > Loss Prevention Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Mass Notification Solutions,1012597761,Cybba > Behavioral Audience > Lifestyle > Mass Notification Solutions Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Oilfield Services,1012597751,Cybba > Behavioral Audience > Lifestyle > Oilfield Services Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0; 75316321:69600661 | Cybba > Behavioral Audience > Legal Services > Legal Services > 0,0.3558,Cybba > Purchase Audience > B2B Consulting,0.5165,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Operational Efficiency,1012597741,Cybba > Behavioral Audience > Lifestyle > Operational Efficiency Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Operations > Operations Optimization,1012597731,Cybba > Behavioral Audience > Lifestyle > Operations Optimization Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
